filename,<SEC-DOCUMENT>,<SEC-HEADER>,ACCESSION NUMBER:,PUBLIC DOCUMENT COUNT:,CONFORMED PERIOD OF REPORT:,FILED AS OF DATE:,COMPANY CONFORMED NAME:,CENTRAL INDEX KEY:,STANDARD INDUSTRIAL CLASSIFICATION:,IRS NUMBER:,STATE OF INCORPORATION:,FISCAL YEAR END:,SEC FILE NUMBER:,FILM NUMBER:,CITY:,STATE:,Total assets,Total shareholders' equity,Total stockholders' equity,Total liabilities,Provision for income taxes,Long-term debt    ,Operating income,Gross profit,Net income,<TOTAL-COSTS>,<TOTAL-REVENUES>,<RECEIVABLES>,<INTEREST-EXPENSE>,<CURRENT-ASSETS>,<CURRENT-LIABILITIES>,<DEPRECIATION>,Cash
023913106-10-K-19960327.txt,19960328,19960328,0000898430-96-000984,2,19951231,19960327,AMERICA FIRST FINANCIAL FUND 1987-A LIMITED PARTNERSHIP,0000818789,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",470713310,DE,1231,000-16918,96538835,FOSTER CITY,CA,"2,416,953,364   $2,393,577,257",,,"2,245,279,692 ", ,,,,,,,,"107,602,066",,,,
024490104-10-K-19960401.txt,19960402,19960402,0000051124-96-000003,12,19951231,19960401,AMERICAN BANKNOTE CORP /DE/,0000051124,COMMERCIAL PRINTING [2750],130460520,DE,1231,001-03410,96542333,NEW YORK,NY,,,,,,,,,,,,,,,,,"23,525       $ 31,658"
024591109-10-K-19960329.txt,19960401,19960401,0000950109-96-001858,9,19951231,19960329,AMERICAN BILTRITE INC,0000004611,"PLASTICS PRODUCTS, NEC [3089]",041701350,DE,1231,001-04773,96541188,WELLESLEY HILLS,MA,"303,487   $82,804",,"57,796     54,121",,"7,909 ","3,207 ",,"92,600           69,434",,"390,544","409,264","30,708","10,402","164,126","77,120",0,"39,297   $ 4,883"
025278201-10-K-19960327.txt,19960328,19960328,0000921895-96-000046,3,19951231,19960327,WESTERN TRANSMEDIA CO INC,0000315411,"SERVICES-BUSINESS SERVICES, NEC [7389]",060995978,DE,1231,000-22922,96539176,SAN FRANCISCO,CA,"6,203,976       $  6,615,697","5,722,898          5,611,956",,"6,203,976 ",2i) ,,,"3,792,589           2,891,229            303,140","10,942          $ (280,994)        $ (924,733)","11,504,303","11,368,903","2,750,585","1,560","5,630,380","465,476","51,493","2b)                                           $  3,040,620       $  2,674,409"
025533407-10-K-19960521.txt,19960522,19960522,0000950129-96-000984,6,19951231,19960521,AMERICAN ECOLOGY CORP,0000742126,REFUSE SYSTEMS [4953],953889638,DE,1231,000-11688,96570378,HOUSTON,TX,"114,125       $    155,439","22,024             67,045",,"114,125 ",,,,"3,234)          17,710           18,522","48,903)           3,850            4,744","71,129","67,895","18,260",0,"27,242","43,357","22,088",229       $        231
025762808-10-K-19960401.txt,19960402,19960402,0000890566-96-000187,12,19951231,19960401,AMERICAN EXPLORATION CO,0000715428,CRUDE PETROLEUM & NATURAL GAS [1311],742086890,DE,1231,001-09773,96543101,HOUSTON,TX,"176,030         $    223,894",,"94,480               87,710","176,030 ",,,,,"3,933           (54,816)          (19,186)","75,121","81,934","14,949","5,481","23,411","35,102","154,646",
026375105-10-K-19960529.txt,19960530,19960530,0000950152-96-002662,6,19960229,19960529,AMERICAN GREETINGS CORP,0000005133,GREETING CARDS [2771],340065325,OH,0228,000-01502,96573427,CLEVELAND,OH,,,,,,,,,,,,,,,,,
026862102-10-K-19960329.txt,19960401,19960401,0000724533-96-000001,2,19951231,19960329,AMERICAN INSURED MORTGAGE INVESTORS,0000724533,"INVESTORS, NEC [6799]",133180848,CA,1231,001-11060,96540740,ROCKVILLE,MD,"39,415,439     $ 38,160,933",,,"922,195 ",,,,,,0,"3,626","23,966",0,0,922,0,
02686E106-10-K-19960401.txt,19960402,19960402,0000753281-96-000001,2,19951231,19960401,AMERICAN INSURED MORTGAGE INVESTORS SERIES 85 L P,0000753281,ASSET-BACKED SECURITIES [6189],133257662,CA,1231,001-11059,96543096,ROCKVILLE,MD,"225,691,123   $214,822,850",,,"5,009,761 ",,,,,,0,"18,641","29,584",0,0,"4,689",0,
02686F103-10-K-19960329.txt,19960401,19960401,0000784014-96-000001,2,19951231,19960329,AMERICAN INSURED MORTGAGE INVESTORS L P SERIES 86,0000784014,FINANCE SERVICES [6199],132943272,DE,1231,000-15615,96541250,ROCKVILLE,MD,"174,537,962   $165,693,886",,,"3,955,613 ",,,,,,0,"13,932","66,061",0,0,"3,477",0,
02686G101-10-K-19960401.txt,19960402,19960402,0000811437-96-000001,2,19951231,19960401,AMERICAN INSURED MORTGAGE INVESTORS L P SERIES 88,0000811437,FINANCE SERVICES [6199],133398206,DE,1231,001-12724,96543171,ROCKVILLE,MD,"161,926,896    $154,805,189",,,"3,120,889 ",,,,,,0,"15,688","34,510",0,0,"3,121",0,
026874107-10-K-19960329.txt,19960401,19960401,0000950123-96-001469,7,19951231,19960329,AMERICAN INTERNATIONAL GROUP INC,0000005272,"FIRE, MARINE & CASUALTY INSURANCE [6331]",132592361,DE,1231,001-08787,96542033,NEW YORK,NY,,,,,,,,,,,,,,,,,
026909408-10-K-19960415.txt,19960416,19960416,0000950150-96-000233,8,19951231,19960415,AMERICAN INTERNATIONAL PETROLEUM CORP /NV/,0000799119,CRUDE PETROLEUM & NATURAL GAS [1311],133130236,NV,1231,000-14905,96547248,NEW YORK,NY,"32,640,362           $   32,229,713",,"21,290,692               21,974,626","11,349,670 ",,"1,870,000 ",,,,"432,440","2,811,308","3,112,594","1,037,308","2,514,456","5,916,999","22,502,472","162,218           $      943,371"
027258102-10-K-19960529.txt,19960530,19960530,0000948027-96-000056,2,19960229,19960529,AMERICAN LIST CORP,0000005385,SERVICES-DIRECT MAIL ADVERTISING SERVICES [7331],112050322,DE,0228,001-09312,96573476,MINEOLA,NY,,,,,"4,428,000 ","445,645 ","11,746,310       9,678,107      7,251,566",,,"7,140,534","18,886,844","5,831,175","185,430","18,357,266","1,399,508","845,121","3,611,609   $ 3,196,634"
029066107-10-K-19960401.txt,19960402,19960402,0000835910-96-000014,2,19951231,19960401,AMERICAN POWER CONVERSION CORPORATION,0000835910,ELECTRICAL INDUSTRIAL APPARATUS [3620],042722013,MA,1231,001-12432,96543135,WEST KINGSTON,RI,,,,,,,,,,,,,,,,,
029318300-10-K-19960627.txt,19960629,19960629,0000824206-96-000015,3,19960331,19960627,AMERICAN RICE INC,0000824206,WHOLESALE-GROCERIES & RELATED PRODUCTS [5140],760231626,TX,0331,000-17039,96587294,HOUSTON,TX,,,,,,,,,,,,,,,,,"2,803     $1,864"
029429107-10-K-19960627.txt,19960629,19960629,0000950135-96-002818,3,19960329,19960627,AMERICAN SCIENCE & ENGINEERING INC,0000005768,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS [3844],042240991,MA,0331,001-06549,96586448,BILLERICA,MA,,,,,5) ,,"1,072        (997)     (3,426)","5,992       3,921       2,840","802     $  (967)   $ (3,335)","16,746","17,815","3,875",52,"13,112","6,302","8,507","2)             $  3,377     $    869"
029595105-10-K-19960401.txt,19960402,19960402,0000950149-96-000353,1,19951231,19960401,AMERICAN SHARED HOSPITAL SERVICES,0000744825,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC [8090]",942918118,CA,1231,001-08789,96543093,SAN FRANCISCO,CA,"31,345,000     $ 47,222,000",,"10,576,000)     (22,341,000)",,,,,,"7,344,000     $(5,175,000)    $(15,644,000)",,,,,,,,"452,000     $  1,225,000"
029683109-10-K-19960729.txt,19960820,19960820,0000950109-96-004710,5,19960430,19960729,AMERICAN SOFTWARE INC,0000713425,7372,581098795,GA,0430,000-12456,96600303,ATLANTA,GA,,"64,255,398   74,036,812",,"26,526,556 ",,,,,,"55,904,178              50,306,527","77,557,085              79,461,652","16,259,452              18,323,947",0                       0,"46,054,329              61,971,996","24,542,827              25,565,079","21,804,448              19,283,211","1,947,249 $  1,228,461"
030290100-10-K-19960401.txt,19960417,19960417,0000790928-96-000003,1,19951231,19960401,AMERICAN TRAVELLERS CORP,0000790928,6331,231738097,PA,1231,000-14391,96543283,BENSALEM,PA,"836,141   $400,804","170,805    136,339",,"665,336 ","34,694 ",,,,"23,685   $18,428  $14,608",,,,,,,,
030371108-10-K-19960401.txt,19960402,19960402,0000892569-96-000332,4,19951231,19960401,AMERICAN VANGUARD CORP,0000005981,AGRICULTURE CHEMICALS [2870],952588080,DE,1231,000-06354,96542268,LOS ANGELES,CA,,,"18,005,400              15,142,900","21,335,600 ",,"3,702,300 ","5,971,000           3,346,200           4,160,000","24,660,400          19,731,800          21,138,500","3,124,000        $  1,202,700        $  2,225,100",30741100,55402100,15486000,928000,24668200,8973600,14079900,
03070M100-10-K-19960328.txt,19960329,19960329,0000774487-96-000003,9,19951231,19960328,AMERIWOOD INDUSTRIES INTERNATIONAL CORP,0000774487,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED) [2511]",380983610,MI,1231,000-13805,96540272,GRAND RAPIDS,MI,,,,,ome ,"5,000,000 ","4,235,800)      5,577,300      7,125,000","13,992,000      20,823,300     21,890,300","3,367,700)     $8,625,000     $5,098,700","86,762,400","100,754,400","18,501,800","337,800","37,019,000","15,672,300","20,233,000",
03070P103-10-K-19961223.txt,19961224,19961224,0000892569-96-002705,25,19960930,19961223,AMERIQUEST TECHNOLOGIES INC,0000764864,WHOLESALE-COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE [5045],330244136,DE,0630,001-10397,96685186,Lawrenceville,Georgia,,,"11,206)         17,565      (25,709)",,,,,"23,543             7,415          15,751        12,570",,"401,165","424,708","56,492","4,754","99,648","124,456",0,"2,300       $     210     $    970"
03076K108-10-K-19960328.txt,19960329,19960329,0000931763-96-000098,5,19951231,19960328,ABC BANCORP,0000351569,STATE COMMERCIAL BANKS [6022],581456434,GA,1231,000-16181,96539668,MOULTRIE,GA,"34,550   $   31,106",,"33,935         30,450","307,570 ",,"4,677) ",,,"4,341    $    3,100     $    2,638",,,,302                     225,,,,
030789507-10-K-19960408.txt,19960409,19960409,0000006071-96-000020,2,19960128,19960408,AMES DEPARTMENT STORES INC,0000006071,RETAIL-VARIETY STORES [5331],042269444,DE,0129,001-05380,96545012,ROCKY HILL,CT,,,,,,,,,,,,,,,,,"14,185     $28,402"
030975106-10-K-19961226.txt,19961227,19961227,0000893220-96-002093,9,19960930,19961226,AMERIGAS PARTNERS LP,0000932628,"RETAIL-RETAIL STORES, NEC [5990]",232787918,DE,0930,001-13692,96686113,KING OF PRUSSIA,PA,"1,000         $ 1,000",,,"546,944 ",,852) ,"32,382          46,433",,"10,620)       $  9,659","569,727","1,013,225","92,505","62,782","200,380","178,260","138,850","2)                                                 $    2,122              $   39,567"
031162100-10-K-19960329.txt,19960401,19960401,0000318154-96-000002,12,19951231,19960329,AMGEN INC,0000318154,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836],953540776,DE,1231,000-12477,96540614,THOUSAND OAKS,CA,,,,,,,,,,,,,,,,,66.7    $  211.3
031535107-10-K-19960325.txt,19960326,19960326,0000912057-96-005064,3,19951231,19960325,AMISTAR CORP,0000741559,"SPECIAL INDUSTRY MACHINERY, NEC [3559]",952747332,CA,1231,000-13403,96537953,SAN MARCOS,CA,,"12,613,130          10,484,641",,,,,,"8,628,818      6,393,808      6,333,445",,16732,25361,4545,194,13444,2629,5878,"1,982,483        $  1,671,410"
031905102-10-K-19960322.txt,19960325,19960325,0000093397-96-000002,11,19951231,19960322,AMOCO CORP,0000093397,PETROLEUM REFINING [2911],361812780,IN,1231,001-00170,96537260,CHICAGO,IL,,,,,,,,,,,,,,,,,182     $     166
031909203-10-K-19960401.txt,19960402,19960402,0000912057-96-005820,10,19951231,19960401,AMRESCO INC,0000225569,INVESTMENT ADVICE [6282],591781257,DE,1231,001-11599,96543190,DALLAS,TX,"521,713  $   172,340","160,794      113,586",,"360,919 ",,,,,"21,090  $      18,748  $      24,218",0,"110,486","21,895","6,921",0,0,"2,335",
032160103-10-K-19960404.txt,19960405,19960405,0000812788-96-000022,3,19951221,19960404,AMRION INC,0000812788,WHOLESALE-GROCERIES & RELATED PRODUCTS [5140],841050628,CO,1231,000-18476,96544600,BOULDER,CO,,,,,,,,,,,,,,,,,
032332504-10-K-19960116.txt,19960117,19960117,0000950147-96-000016,5,19950930,19960116,AMTECH SYSTEMS INC,0000720500,SERVICES-HELP SUPPLY SERVICES [7363],860411215,AZ,0930,000-11412,96503987,TEMPE,AZ,"8,365,519          3,974,922           4,119,928          6,397,033         6,385,380",,,"1,363,291 ",n ,- ,,"19% of its gross profit.  See Item 7,  Management's","2)                      $226,568            $94,004            $508,670        $(1,501,070)        $(906,436)","4,558,675","7,085,539","2,366,743",0,"7,526,595","1,363,291","499,184","2)                             $   833,820    $   736,984"
032343303-10-K-19960315.txt,19960318,19960318,0000005320-96-000004,6,19951231,19960315,AMVESTORS FINANCIAL CORP,0000005320,LIFE INSURANCE [6311],481021516,KS,1231,001-11401,96534987,TOPEKA,KS,,,,,,,,,,,,,,,,,
032345100-10-K-19960329.txt,19960401,19960401,0000780118-96-000012,2,19951231,19960329,AMWEST INSURANCE GROUP INC,0000780118,SURETY INSURANCE [6351],952672141,DE,1231,001-09580,96541826,WOODLAND HILLS,CA,"147,651       $  146,831",,"42,983           35,994","104,668 ",,,,,"2,917       $    4,588        $    3,792",,,,,,,,
032657207-10-K-19961015.txt,19961016,19961016,0000006284-96-000013,2,19960731,19961015,ANALOGIC CORP,0000006284,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS [3825],042454372,MA,0731,000-06715,96642970,PEABODY,MA,,,,,,,,,,,,,,,,,"18,040     $12,404"
032744104-10-K-19960927.txt,19960930,19960930,0000891092-96-000180,3,19960630,19960927,ANAREN MICROWAVE INC,0000006314,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS [3812]",160928561,NY,0630,000-06620,96635480,EAST SYRACUSE,NY,,,,,,,,,,,,,,,,,"1,739,569    2,139,795"
033490103-10-K-19960329.txt,19960523,19960523,0000950135-96-001970,7,19951231,19960329,IPL SYSTEMS INC,0000351810,3572,042511897,MA,1231,000-10370,96558794,MAYNARD,MA,,,,,,,,,,,,,,,,,"3,595,268    $  2,238,812"
034258103-10-K-19960320.txt,19960321,19960321,0000950135-96-001413,7,19951231,19960320,ANDOVER BANCORP INC,0000810589,STATE COMMERCIAL BANKS [6022],042952665,DE,1231,000-16358,96536332,ANDOVER,MA,"1,110,847      $ 1,058,672",,"85,165           72,522","1,025,682 ",,,"1,595             3,603             102",,"9,338      $  9,043      $  7,558",,,,"44,552",,,,
034393108-10-K-19960401.txt,19960403,19960403,0000905148-96-000241,11,19951231,19960401,ANDREA ELECTRONICS CORP,0000006494,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663],110482020,NY,1231,001-04324,96543513,LONG ISLAND CITY,NY,"6,551,110   $  5,016,581   $ 3,356,579    $ 2,457,872  $2,979,433","3,965,280      4,689,365",,"2,585,830 ",,,,"2,250,566        883,272      2,624,387        219,447    (169,200)","1,275,915)   $(2,299,836)      $677,293      $(690,666)  $(490,466)",,,,,,,,"3,400,829      $3,313,043"
035290105-10-K-19960315.txt,19960318,19960318,0000950137-96-000277,15,19951231,19960315,ANIXTER INTERNATIONAL INC,0000052795,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES [5063]",941658138,DE,1231,001-10212,96535521,SKOKIE,IL,,,"449,000       543,900","705,900 ",,,"99,600         69,800         68,200",,"39,100        246,900         (1,200)","2,095,200","2,194,800","400,000","24,800","781,000","331,900","48,200","1,000     $  2,600"
037411105-10-K-19960327.txt,19960329,19960329,0000950129-96-000468,20,19951231,19960327,APACHE CORP,0000006769,CRUDE PETROLEUM & NATURAL GAS [1311],410747868,DE,1231,001-04300,96539412,HOUSTON,TX,10 percent and,,,,"12,936 ",,,,"20,207       $      45,583      $      46,755","600,470","750,702","175,949","88,057","208,336","230,349","1,975,543)","13,633      $       30,043"
037489101-10-K-19960318.txt,19960319,19960319,0000950134-96-000765,3,19951231,19960318,APCO ARGENTINA INC/NEW,0000311471,CRUDE PETROLEUM & NATURAL GAS [1311],742041263,,1231,000-08933,96535785,TULSA,OK,,,"35,702             34,610",,,,,,"8,268            $ 8,168            $ 9,305","23,110","36,942","5,699",0,"25,640","8,424","23,601","4)                                                   $17,244            $19,169"
037598109-10-K-19960531.txt,19960603,19960603,0000950131-96-002553,6,19960302,19960531,APOGEE ENTERPRISES INC,0000006845,CONSTRUCTION SPECIAL TRADE CONTRACTORS [1700],410919654,MN,0228,000-06365,96574945,MINNEAPOLIS,MO,"386,136            $361,928","138,921             124,629",,"386,136 ",,"5,265 ","32,457            24,262             7,058","118,523           105,889            83,895",,"86,066","871,147","165,140","5,697","258,559","142,477","95,742",
037604105-10-K-19961025.txt,19961028,19961028,0000929887-96-000007,9,19960831,19961025,APOLLO GROUP INC,0000929887,SERVICES-EDUCATIONAL SERVICES [8200],860419443,AZ,0831,000-25232,96648035,PHOENIX,AZ,,,,,,,,,,,,,,,,,"51,982       $ 50,726"
03760A101-10-K-19961220.txt,19961223,19961223,0000950124-96-005497,7,19960930,19961220,SYBRON INTERNATIONAL CORP,0000824803,DENTAL EQUIPMENT & SUPPLIES [3843],222849508,WI,0930,001-11091,96683670,MILWAUKEE,WI,"852,083    $974,613","227,250     283,079",,"852,083 ",en ,,"91,488     109,124     136,733","221,873     259,790     336,627","42,595    $ 48,915    $ 57,584","199,894","674,457","127,849","35,523","282,640","138,767","123,429","9,243    $ 10,874"
037833100-10-K-19961219.txt,19961220,19961220,0000320193-96-000023,7,19960927,19961219,APPLE COMPUTER INC,0000320193,ELECTRONIC COMPUTERS [3571],942404110,CA,0930,000-10030,96683426,CUPERTINO,CA,,,,,,,,,,,,,,,,,"1,552    	$ 756"
037899101-10-K-19960315.txt,19960318,19960318,0000853665-96-000006,16,19951231,19960315,APPLEBEES INTERNATIONAL INC,0000853665,RETAIL-EATING PLACES [5812],431461763,DE,1225,000-17962,96535253,OVERLAND PARK,KS,,,,,,,,,,,,,,,,,"30,188           $   9,634"
037917101-10-K-19960328.txt,19960329,19960329,0000950133-96-000285,9,19951231,19960328,APPLIED BIOSCIENCE INTERNATIONAL INC,0000810723,SERVICES-TESTING LABORATORIES [8734],222734293,DE,1231,000-15515,96540031,ARLINGTON,VA,"115,157    $181,680",,"67,879      68,708","47,278 ","16,134) ",,,,123 is effective for the,"201,899","183,253","57,745","3,054","77,087","43,696","24,157)","11,304    $  7,944"
038196101-10-K-19961216.txt,19961217,19961217,0000950135-96-005311,10,19960930,19961216,APPLIED EXTRUSION TECHNOLOGIES INC /DE,0000874389,UNSUPPORTED PLASTICS FILM & SHEET [3081],510295865,DE,0930,000-19188,96681263,PEABODY,MA,,,"108,335       99,058",,llowing ,"165,500 ",,"52,591      65,271      34,466","6,664    $ 11,215    $  1,427","181,899","234,490","35,687","13,927","78,192","42,281","37,477","3,266     $ 20,475"
038236105-10-K-19960927.txt,19960930,19960930,0000903893-96-000776,4,19960629,19960927,APPLIED SCIENCE & TECHNOLOGY INC,0000912842,"SPECIAL INDUSTRY MACHINERY, NEC [3559]",042962110,DE,0630,000-22646,96635918,WOBURN,MA,,,"21,295,808        21,893,764","13,065,618 ",,,,"15,281,798        8,191,621         6,109,033",,"15,281,798","39,135,596","9,314,099","323,510","26,076,136","6,859,594","3,458,407)","5,182,294         2,303,645"
038465100-10-K-19960401.txt,19960402,19960402,0000950134-96-001086,8,19951231,19960401,ARABIAN SHIELD DEVELOPMENT CO,0000007039,PETROLEUM REFINING [2911],751256622,DE,1231,000-06247,96542274,DALLAS,TX,,,,,,,,,,,,,,,,,"396,809          430,976"
039670104-10-K-19960628.txt,19960701,19960701,0000719866-96-000006,1,19960331,19960628,ARCTCO INC,0000719866,MISCELLANEOUS TRANSPORTATION EQUIPMENT [3790],411443470,MN,0331,000-18607,96588583,THIEF RIVER FALLS,MN,,,,,,,,,,,,,,,,,"9,032,000        $  5,632,000"
039762109-10-K-19960325.txt,19960326,19960326,0000912057-96-005047,4,19951230,19960325,ARDEN GROUP INC,0000225051,RETAIL-GROCERY STORES [5411],953163136,DE,1231,000-09904,96537902,LOS ANGELES,CA,"89,478            $91,322",,"53,827                                  57,836","35,651 ",,"1,078 ","8,212               8,305               6,411","95,053              95,021              94,150","7,111              $4,849              $6,674","147,909","242,962","10,095",559,"2,646","23,758","24,398",
040790107-10-K-19960329.txt,19960401,19960401,0000894405-96-000004,7,19951231,19960329,ARKANSAS BEST CORP /DE/,0000894405,TRUCKING (NO LOCAL) [4213],710673405,DE,1231,000-19969,96541386,FORT SMITH,AR,"93,035      $  89,583","177,864       216,605",,"93,035 ",,"350,756 ","23,459)        48,115         51,369",,"32,792)    $   18,707     $   20,311","1,460,738","1,437,279","186,273","17,046","322,487","303,339","190,906","16,945     $   3,458"
042698308-10-K-19960401.txt,19960402,19960402,0000912057-96-005756,6,19951231,19960401,ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,0000819689,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845],751535372,DE,1231,001-09731,96542730,AUSTIN,TX,"12,968,035   $ 12,710,954","7,352,745      5,845,461",,"5,605,244 ",,,,"4,980,795          3,992,119       6,608,857","1,125,226      $  (3,475,160)   $  1,245,146","2,921,629","22,928,089","3,739,046","263,493","7,469,375","4,666,266","1,263,364","397,799   $     22,790"
042727107-10-K-19961003.txt,19961004,19961004,0000007533-96-000009,5,19960629,19961003,ARROW AUTOMOTIVE INDUSTRIES INC,0000007533,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES [3690]",041449115,MA,0630,001-07737,96639078,FRAMINGHAM,MA,,,"31,295,620                  32,739,330",,,"1,385,672 ",,,,"82,162","103,603","16,992","2,113","57,769","19,670","22,912","850,537                $    753,010"
